Student_Ref,Gender,Math,Phys,Eng,ICT,EmSAT_Eng,Target_Uni,Pathway,STEM_Strength,Academic_Readiness
ID_3788,M,108.1,10.9,78.4,73.8,1381.0,Amity,Foundation,59.5,68.95
ID_3603,F,64.5,81.1,73.0,92.0,1525.0,Uni of Dubai,Year 13,72.8,72.9
ID_6448,F,70.2,76.6,79.6,96.5,1714.0,AUS,Year 13,73.4,76.5
ID_9602,F,59.7,81.4,69.7,72.1,1174.0,ADU,Year 13,70.55000000000001,70.125
ID_2187,M,43.0,30.0,73.2,79.0,1308.0,UOWD,Foundation,36.5,54.85
ID_4488,F,46.3,48.6,81.2,83.1,1125.0,AUS,Foundation,47.45,64.325
ID_3723,F,69.8,59.4,61.0,76.7,1678.0,CUD,Year 13,64.6,62.8
ID_7713,F,80.3,93.0,89.2,73.9,1574.0,AUS,Year 13,86.65,87.92500000000001
ID_7392,F,69.1,94.5,73.1,80.6,1722.0,BUiD,Year 13,81.8,77.44999999999999
ID_9503,M,68.0,38.6,82.3,85.1,1391.0,UOWD,Year 13,53.3,67.8
ID_2355,M,62.3,68.2,86.6,70.7,1148.0,KU,Year 13,65.25,75.925
ID_1823,M,73.8,29.1,78.7,73.1,1309.0,UOWD,Foundation,51.45,65.075
ID_4723,M,62.5,96.9,76.0,95.2,1335.0,ADU,Foundation,79.7,77.85
ID_9826,M,56.8,70.4,54.7,63.1,1529.0,UOWD,Foundation,63.6,59.150000000000006
ID_5803,F,93.3,54.9,68.9,56.8,1835.0,Heriot-Watt,Year 13,74.1,71.5
ID_4726,M,50.7,66.2,70.5,85.8,1512.0,CUD,Year 13,58.45,64.475
ID_3857,M,69.9,48.8,76.9,68.6,1451.0,UOWD,Foundation,59.35,68.125
ID_5157,F,80.2,84.3,86.3,76.1,1400.0,RIT Dubai,Year 13,82.25,84.275
ID_7764,M,79.0,86.8,98.7,60.7,1344.0,Heriot-Watt,Foundation,82.9,90.80000000000001
ID_3569,F,34.3,68.9,64.1,76.3,1779.0,AUD,Year 13,51.6,57.849999999999994
ID_2814,M,76.2,33.6,79.6,73.3,1209.0,Middlesex Dubai,Year 13,54.900000000000006,67.25
ID_3147,F,58.6,57.1,68.3,79.6,1321.0,KU,Year 13,57.85,63.075
ID_6979,F,70.4,43.0,93.0,67.8,1233.0,KU,Foundation,56.7,74.85
ID_5936,F,55.3,101.0,81.2,99.7,1565.0,UOWD,Year 13,78.15,79.67500000000001
ID_6382,F,86.3,54.1,93.2,62.8,1784.0,Birmingham Uni,Year 13,70.2,81.7
ID_9680,F,68.3,71.0,72.2,83.8,1298.0,UOWD,Foundation,69.65,70.92500000000001
ID_7189,M,46.2,50.6,65.8,63.0,1346.0,UOWD,Foundation,48.400000000000006,57.1
ID_2490,F,75.8,79.1,88.2,93.4,1436.0,UOWD,Year 13,77.44999999999999,82.82499999999999
ID_9040,F,68.7,83.7,82.8,78.4,1176.0,CUD,Year 13,76.2,79.5
ID_5808,M,60.2,54.0,74.0,64.7,1087.0,Zayed Uni,Foundation,57.1,65.55
ID_2541,F,73.2,29.9,68.0,83.7,1224.0,UOWD,Year 13,51.55,59.775
ID_5270,M,66.4,74.3,88.1,89.2,1120.0,AUS,Year 13,70.35,79.225
ID_4782,F,87.5,88.8,73.5,51.4,1050.0,RIT Dubai,Foundation,88.15,80.825
ID_4887,F,66.3,41.7,74.5,73.3,1571.0,UOWD,Year 13,54.0,64.25
ID_6109,F,86.0,93.7,77.8,54.4,1515.0,RIT Dubai,Year 13,89.85,83.82499999999999
ID_9547,M,85.7,63.4,85.3,85.1,1134.0,CUD,Year 13,74.55,79.925
ID_2690,M,94.9,55.0,87.0,68.3,1344.0,KU,Foundation,74.95,80.975
ID_4578,F,54.3,100.7,70.3,80.3,1751.0,Zayed Uni,Foundation,77.5,73.9
ID_4465,F,77.3,81.2,78.3,113.2,1143.0,CUD,Foundation,79.25,78.775
ID_8829,F,44.3,57.1,59.9,68.4,1565.0,AUD,Foundation,50.7,55.3
ID_5442,F,63.7,45.9,80.2,71.9,1355.0,UOWD,Year 13,54.8,67.5
ID_6559,F,83.4,49.7,73.0,59.9,1668.0,UOWD,Year 13,66.55000000000001,69.775
ID_1847,M,68.7,106.3,76.6,87.8,1351.0,KU,Year 13,87.5,82.05
ID_2881,F,74.5,98.3,77.9,52.2,1162.0,UOWD,Foundation,86.4,82.15
ID_5139,F,97.2,64.4,75.3,51.4,1108.0,Murdoch,Year 13,80.80000000000001,78.05000000000001
ID_7734,F,53.5,81.4,72.8,89.9,1338.0,Middlesex Dubai,Foundation,67.45,70.125
ID_9554,F,64.5,89.0,75.1,78.7,1334.0,Murdoch,Foundation,76.75,75.925
ID_6516,F,80.3,56.6,86.2,92.4,995.0,UOWD,Foundation,68.45,77.325
ID_5427,M,59.5,61.0,89.0,96.5,1793.0,Amity,Foundation,60.25,74.625
ID_7222,M,65.8,89.6,77.6,57.5,882.0,Murdoch,Foundation,77.69999999999999,77.64999999999999
ID_1621,F,43.6,46.8,82.0,73.5,1074.0,CUD,Foundation,45.2,63.6
ID_4481,F,76.6,36.3,91.9,50.1,1283.0,Heriot-Watt,Foundation,56.449999999999996,74.175
ID_8373,F,63.9,25.7,60.2,78.0,1264.0,Amity,Foundation,44.8,52.5
ID_8808,F,99.9,101.7,69.5,69.4,1398.0,Uni of Dubai,Foundation,100.80000000000001,85.15
ID_7130,M,53.1,61.5,70.6,83.3,1212.0,CUD,Year 13,57.3,63.949999999999996
ID_9216,F,70.4,67.2,70.2,83.5,993.0,RIT Dubai,Foundation,68.80000000000001,69.5
ID_3081,M,85.9,53.4,72.4,70.4,1259.0,Amity,Year 13,69.65,71.025
ID_3360,F,98.1,48.0,75.1,74.3,1511.0,Murdoch,Foundation,73.05,74.07499999999999
ID_3781,M,71.5,115.6,65.1,64.6,1211.0,Zayed Uni,Foundation,93.55,79.32499999999999
ID_4740,M,70.5,30.5,67.4,78.1,1613.0,CUD,Year 13,50.5,58.95
ID_7832,F,79.3,48.5,93.5,101.2,1464.0,RIT Dubai,Foundation,63.9,78.7
ID_9399,M,69.8,85.6,67.2,86.5,1648.0,AUD,Year 13,77.69999999999999,72.44999999999999
ID_8437,M,65.5,38.0,70.4,61.8,1175.0,Zayed Uni,Foundation,51.75,61.075
ID_8604,M,78.3,50.3,53.0,67.4,1388.0,AUS,Year 13,64.3,58.65
ID_8157,F,73.2,68.6,66.9,60.3,1851.0,AUS,Year 13,70.9,68.9
ID_3639,F,60.5,63.1,63.1,78.2,1458.0,Heriot-Watt,Foundation,61.8,62.45
ID_4219,M,57.4,50.8,69.6,69.4,1119.0,UOWD,Foundation,54.099999999999994,61.849999999999994
ID_2045,F,70.4,35.5,77.8,102.5,1543.0,AUD,Foundation,52.95,65.375
ID_6056,F,78.9,41.7,71.4,67.7,1177.0,Uni of Dubai,Year 13,60.300000000000004,65.85000000000001
ID_2803,F,38.4,91.8,82.3,69.3,1175.0,RIT Dubai,Year 13,65.1,73.69999999999999
ID_9946,F,63.9,86.4,62.1,64.9,2040.0,Manipal,Foundation,75.15,68.625
ID_9842,M,96.3,64.4,82.1,81.6,1276.0,Uni of Dubai,Year 13,80.35,81.225
ID_3623,M,95.7,65.4,63.7,77.2,1131.0,UOWD,Year 13,80.55000000000001,72.125
ID_7262,F,58.3,82.1,72.1,91.8,1337.0,Uni of Dubai,Foundation,70.19999999999999,71.14999999999999
ID_6826,F,65.2,56.4,84.6,93.6,1640.0,KU,Year 13,60.8,72.69999999999999
ID_9208,M,43.1,86.7,68.6,75.1,1652.0,Birmingham Uni,Foundation,64.9,66.75
ID_1911,M,50.0,35.7,68.3,66.0,961.0,Murdoch,Foundation,42.85,55.575
ID_6120,M,71.4,101.1,75.0,70.9,1593.0,UOWD,Year 13,86.25,80.625
ID_9308,F,70.4,87.3,77.3,84.0,1314.0,Birmingham Uni,Foundation,78.85,78.07499999999999
ID_9972,F,72.9,75.7,70.2,77.6,1353.0,BUiD,Year 13,74.30000000000001,72.25
ID_4435,M,99.3,103.2,86.6,94.2,1406.0,AUS,Foundation,101.25,93.925
ID_4623,M,70.4,85.0,67.8,98.5,1885.0,RIT Dubai,Year 13,77.7,72.75
ID_9226,M,82.8,59.5,68.3,63.0,1261.0,Uni of Dubai,Year 13,71.15,69.725
ID_7270,F,70.4,106.8,85.0,71.1,1678.0,UOWD,Year 13,88.6,86.8
ID_1908,M,84.1,52.4,72.0,87.2,1268.0,UOWD,Foundation,68.25,70.125
ID_8418,M,70.4,73.0,70.8,67.9,1212.0,Manipal,Foundation,71.7,71.25
ID_1236,F,72.1,79.3,72.7,86.5,1594.0,Zayed Uni,Year 13,75.69999999999999,74.19999999999999
ID_6279,M,94.1,92.1,83.7,103.0,1509.0,Manipal,Foundation,93.1,88.4
ID_5526,F,74.9,64.3,66.5,93.5,1414.0,KU,Foundation,69.6,68.05
ID_5261,F,100.7,32.5,76.1,72.8,1317.0,UOWD,Year 13,66.6,71.35
ID_5799,M,74.8,41.9,78.2,61.6,1267.0,Birmingham Uni,Year 13,58.349999999999994,68.275
ID_3752,F,77.5,45.4,68.0,80.9,1339.0,UOWD,Year 13,61.45,64.725
ID_4017,F,83.0,19.3,67.2,87.2,1297.0,KU,Foundation,51.15,59.175
ID_5347,F,76.9,34.6,55.9,87.2,1680.0,ADU,Year 13,55.75,55.825
ID_2267,M,49.5,86.0,78.2,79.7,968.0,KU,Foundation,67.75,72.975
ID_1175,F,65.9,64.5,84.8,98.8,1521.0,Birmingham Uni,Year 13,65.2,75.0
ID_1898,M,94.1,69.7,65.6,73.4,1349.0,AUS,Year 13,81.9,73.75
ID_4083,M,94.1,23.4,83.8,94.1,1694.0,KU,Year 13,58.75,71.275
ID_5907,F,58.4,81.0,95.6,84.7,1361.0,ADU,Year 13,69.7,82.65
ID_8370,F,75.1,89.9,69.0,64.7,931.0,ADU,Foundation,82.5,75.75
ID_4739,F,66.8,66.1,83.7,72.3,1819.0,BUiD,Foundation,66.44999999999999,75.07499999999999
ID_9695,F,48.1,88.8,74.3,110.7,984.0,Zayed Uni,Foundation,68.45,71.375
ID_3726,F,79.3,60.6,73.7,79.2,1326.0,UOWD,Foundation,69.95,71.825
ID_6322,F,79.5,57.2,76.8,54.8,1674.0,KU,Foundation,68.35,72.57499999999999
ID_7354,M,39.8,91.3,65.5,90.7,1292.0,Amity,Year 13,65.55,65.525
ID_6196,M,96.3,57.7,79.7,86.4,1284.0,KU,Year 13,77.0,78.35
ID_9784,F,64.3,55.4,74.6,94.1,916.0,Zayed Uni,Foundation,59.849999999999994,67.225
ID_8772,M,70.3,77.5,69.4,78.7,1581.0,Amity,Foundation,73.9,71.65
ID_4586,M,43.4,57.2,80.2,70.2,1247.0,BUiD,Year 13,50.3,65.25
ID_6070,F,62.1,92.1,58.5,75.1,1275.0,Amity,Year 13,77.1,67.8
ID_3333,M,70.1,71.2,79.8,85.1,737.0,Birmingham Uni,Foundation,70.65,75.225
ID_7341,F,90.5,50.2,82.9,89.2,1249.0,AUS,Year 13,70.35,76.625
ID_7275,F,53.5,88.4,67.2,67.7,1299.0,CUD,Year 13,70.95,69.075
ID_9530,F,74.1,63.9,63.1,101.9,1394.0,Amity,Foundation,69.0,66.05
ID_5158,M,58.3,86.7,75.4,72.2,1338.0,KU,Year 13,72.5,73.95
ID_8880,F,67.5,77.1,68.6,90.7,1225.0,AUS,Year 13,72.3,70.44999999999999
ID_9649,M,76.2,71.3,71.4,86.8,1167.0,BUiD,Foundation,73.75,72.575
ID_2900,M,70.6,78.7,55.2,72.7,2007.0,BUiD,Foundation,74.65,64.92500000000001
ID_6820,F,61.4,63.4,84.9,87.0,1474.0,Heriot-Watt,Foundation,62.4,73.65
ID_3122,F,76.8,62.9,90.7,87.1,1435.0,Middlesex Dubai,Foundation,69.85,80.275
ID_8258,M,95.1,70.6,89.9,62.8,1689.0,CUD,Foundation,82.85,86.375
ID_3463,F,105.5,57.4,92.4,79.0,957.0,CUD,Foundation,81.45,86.92500000000001
ID_7395,F,53.7,87.1,52.3,75.6,2179.0,CUD,Foundation,70.4,61.35
ID_8098,F,69.8,42.6,91.4,90.9,1602.0,Uni of Dubai,Year 13,56.2,73.80000000000001
ID_9534,M,67.1,52.4,87.9,74.9,1469.0,ADU,Year 13,59.75,73.825
ID_2297,F,56.0,45.1,73.1,73.8,1245.0,UOWD,Foundation,50.55,61.824999999999996
ID_4737,M,59.6,62.6,75.2,55.0,1032.0,KU,Foundation,61.1,68.15
ID_7523,F,75.0,50.3,84.7,89.2,1509.0,RIT Dubai,Foundation,62.65,73.675
ID_8452,F,76.0,79.4,93.2,77.0,1562.0,Amity,Year 13,77.7,85.45
ID_1026,M,61.2,114.0,75.0,68.2,1655.0,Middlesex Dubai,Foundation,87.6,81.3
ID_2728,F,79.8,62.1,68.4,88.5,1420.0,Middlesex Dubai,Year 13,70.95,69.67500000000001
ID_2246,M,72.7,48.3,79.8,74.6,1360.0,UOWD,Foundation,60.5,70.15
ID_9006,M,80.6,93.7,68.0,65.3,1383.0,Murdoch,Year 13,87.15,77.575
ID_8976,F,68.8,80.4,74.2,77.7,1398.0,UOWD,Foundation,74.6,74.4
ID_3987,F,55.8,90.0,64.4,90.9,1662.0,Manipal,Foundation,72.9,68.65
ID_3982,F,83.0,64.7,61.1,75.2,1361.0,Heriot-Watt,Foundation,73.85,67.475
ID_8216,M,69.0,48.5,64.4,69.4,1680.0,UOWD,Year 13,58.75,61.575
ID_8122,F,60.1,54.7,73.7,65.1,1895.0,KU,Foundation,57.400000000000006,65.55000000000001
ID_2960,F,71.1,44.0,65.3,72.6,1211.0,AUD,Foundation,57.55,61.425
ID_1157,M,73.4,26.1,89.7,68.5,1087.0,AUS,Foundation,49.75,69.725
ID_4296,F,55.3,77.7,73.8,72.5,1461.0,CUD,Year 13,66.5,70.15
ID_5277,M,77.1,79.2,71.4,92.6,1416.0,AUS,Foundation,78.15,74.775
ID_7398,M,47.1,112.4,89.0,80.9,1475.0,UOWD,Year 13,79.75,84.375
ID_7440,M,69.5,30.2,91.7,78.4,1297.0,Manipal,Year 13,49.85,70.775
ID_7254,M,61.0,56.0,64.8,68.1,1078.0,Heriot-Watt,Foundation,58.5,61.65
ID_5394,M,56.5,93.4,89.5,62.8,1181.0,KU,Foundation,74.95,82.225
ID_3607,M,80.2,41.2,94.4,68.9,1566.0,Heriot-Watt,Foundation,60.7,77.55000000000001
ID_9428,F,85.9,53.9,71.6,96.3,1204.0,AUS,Foundation,69.9,70.75
ID_8398,M,92.5,69.2,75.6,73.3,923.0,KU,Foundation,80.85,78.225
ID_6264,F,77.1,104.4,78.7,88.8,1611.0,AUS,Year 13,90.75,84.725
ID_6866,F,64.9,58.7,78.1,83.3,1608.0,Uni of Dubai,Year 13,61.800000000000004,69.95
ID_7185,M,89.2,66.6,68.8,67.4,2219.0,Amity,Year 13,77.9,73.35
ID_7411,M,78.1,72.6,88.7,70.4,1544.0,Uni of Dubai,Year 13,75.35,82.025
ID_8383,F,68.4,61.3,84.8,75.2,1568.0,Murdoch,Year 13,64.85,74.82499999999999
ID_1995,M,44.3,86.0,76.0,75.3,1500.0,AUS,Foundation,65.15,70.575
ID_5370,F,104.3,29.7,67.3,95.2,1176.0,KU,Year 13,67.0,67.15
ID_5065,M,70.4,42.3,85.3,56.5,1535.0,Manipal,Foundation,56.35,70.825
ID_7508,F,65.1,41.6,60.9,79.9,1093.0,UOWD,Foundation,53.349999999999994,57.125
ID_9760,M,70.5,56.0,77.9,68.7,1386.0,Amity,Year 13,63.25,70.575
ID_9633,F,47.3,77.6,83.1,78.4,1952.0,Murdoch,Year 13,62.449999999999996,72.77499999999999
ID_5111,M,89.6,80.5,70.2,92.8,1336.0,KU,Foundation,85.05,77.625
ID_2904,F,63.1,74.5,64.8,65.3,1662.0,Zayed Uni,Year 13,68.8,66.8
ID_5761,F,55.8,52.7,61.5,70.7,1392.0,UOWD,Year 13,54.25,57.875
ID_9359,F,52.3,42.0,64.9,82.3,1485.0,Heriot-Watt,Year 13,47.15,56.025000000000006
ID_2041,F,65.6,84.0,71.9,63.2,1719.0,Uni of Dubai,Year 13,74.8,73.35
ID_4776,F,68.6,99.6,75.3,88.7,1265.0,AUD,Foundation,84.1,79.69999999999999
ID_2764,M,37.5,60.5,78.0,71.3,1322.0,AUS,Year 13,49.0,63.5
ID_1521,M,64.9,52.5,75.2,50.7,1369.0,Murdoch,Foundation,58.7,66.95
ID_8655,F,64.4,54.7,96.2,44.7,1355.0,Murdoch,Foundation,59.550000000000004,77.875
ID_4318,F,95.9,67.4,73.2,85.8,1182.0,UOWD,Year 13,81.65,77.42500000000001
ID_3670,F,68.8,49.0,70.0,98.9,2001.0,Zayed Uni,Year 13,58.9,64.45
ID_9811,F,73.3,55.7,73.7,61.6,1460.0,Amity,Foundation,64.5,69.1
ID_2671,M,96.8,84.7,59.1,80.1,1513.0,BUiD,Year 13,90.75,74.925
ID_6652,M,68.9,49.2,73.1,85.1,1332.0,UOWD,Year 13,59.050000000000004,66.075
ID_1634,M,87.1,90.2,81.2,79.1,1290.0,Middlesex Dubai,Year 13,88.65,84.92500000000001
ID_7199,M,62.1,43.5,54.5,73.4,1392.0,Uni of Dubai,Foundation,52.8,53.65
ID_9906,F,62.2,80.9,88.5,90.7,1518.0,AUS,Year 13,71.55000000000001,80.025
ID_3032,M,70.2,45.4,86.8,81.7,1452.0,AUS,Year 13,57.8,72.3
ID_1661,F,63.0,34.5,63.5,88.3,1466.0,CUD,Year 13,48.75,56.125
ID_6425,F,89.7,64.7,73.6,71.7,1713.0,UOWD,Foundation,77.2,75.4
ID_3450,F,56.0,72.3,57.8,73.7,1094.0,UOWD,Foundation,64.15,60.975
ID_7447,F,87.6,53.3,78.8,70.9,1028.0,AUS,Foundation,70.44999999999999,74.625
ID_6234,F,60.3,21.9,74.7,71.3,1043.0,UOWD,Foundation,41.099999999999994,57.9
ID_9372,M,87.8,78.3,60.5,77.6,1623.0,KU,Year 13,83.05,71.775
ID_5270,F,85.9,72.9,76.7,67.8,1552.0,UOWD,Foundation,79.4,78.05000000000001
ID_7962,F,58.7,63.0,68.3,95.2,1638.0,RIT Dubai,Foundation,60.85,64.575
ID_9521,F,44.6,62.4,69.9,83.8,1188.0,Uni of Dubai,Foundation,53.5,61.7
ID_7345,F,74.6,50.4,74.6,73.9,1396.0,KU,Foundation,62.5,68.55
ID_9639,F,63.7,48.8,71.1,96.1,1130.0,KU,Foundation,56.25,63.675
ID_4704,M,72.4,94.9,68.6,67.1,1276.0,RIT Dubai,Foundation,83.65,76.125
ID_6370,M,60.0,119.4,83.4,91.2,1523.0,UOWD,Year 13,89.7,86.55000000000001
ID_9829,M,45.9,72.9,82.1,66.4,1342.0,Heriot-Watt,Foundation,59.400000000000006,70.75
ID_3572,F,92.1,43.0,71.4,95.2,943.0,Murdoch,Foundation,67.55,69.475
ID_4862,M,39.0,66.8,77.2,93.6,959.0,UOWD,Foundation,52.9,65.05
ID_9710,F,63.9,87.1,71.2,77.2,1521.0,KU,Foundation,75.5,73.35
ID_8509,F,86.3,58.3,59.8,81.5,1455.0,Heriot-Watt,Foundation,72.3,66.05
ID_4631,F,95.1,51.5,81.6,88.7,1560.0,ADU,Foundation,73.3,77.44999999999999
ID_8933,M,70.4,55.3,54.5,69.8,1067.0,Amity,Foundation,62.85,58.675
ID_9559,F,73.5,48.2,67.6,75.4,500.0,UOWD,Foundation,60.85,64.225
ID_1434,M,59.5,47.5,84.4,87.1,1849.0,Birmingham Uni,Year 13,53.5,68.95
ID_4334,F,65.3,55.0,80.4,75.2,1351.0,Zayed Uni,Foundation,60.15,70.275
ID_8124,M,76.1,53.1,82.0,87.7,1802.0,UOWD,Year 13,64.6,73.3
ID_7007,M,70.4,85.6,60.9,83.3,1613.0,UOWD,Foundation,78.0,69.45
ID_2551,F,83.4,42.7,73.0,84.6,1395.0,Zayed Uni,Year 13,63.050000000000004,68.025
ID_8366,F,55.3,50.5,66.2,82.0,1067.0,UOWD,Foundation,52.9,59.55
ID_5706,F,66.3,71.7,80.5,70.1,1146.0,Murdoch,Year 13,69.0,74.75
ID_9435,M,62.4,61.6,89.4,80.0,1403.0,KU,Foundation,62.0,75.7
ID_5716,M,94.6,36.4,90.8,67.6,1417.0,CUD,Foundation,65.5,78.15
ID_2897,F,80.7,56.9,75.0,79.4,982.0,KU,Foundation,68.8,71.9
ID_4164,F,110.7,75.4,64.4,99.6,1313.0,AUS,Foundation,93.05000000000001,78.72500000000001
ID_6813,F,65.8,93.4,77.9,86.8,1748.0,KU,Year 13,79.6,78.75
ID_7263,F,70.3,71.3,69.7,86.4,1599.0,BUiD,Year 13,70.8,70.25
ID_8979,F,94.5,36.9,62.0,93.8,1578.0,ADU,Year 13,65.7,63.85
ID_5903,M,54.6,77.1,73.8,95.5,1785.0,ADU,Foundation,65.85,69.82499999999999
ID_9645,F,73.1,82.8,73.0,74.5,1511.0,Amity,Foundation,77.94999999999999,75.475
ID_6371,M,82.2,77.0,68.6,82.2,1677.0,Amity,Foundation,79.6,74.1
ID_6244,M,65.6,67.2,101.1,80.3,1415.0,ADU,Foundation,66.4,83.75
ID_7315,M,71.6,52.2,66.8,77.6,923.0,Middlesex Dubai,Foundation,61.9,64.35
ID_9444,M,80.3,66.5,86.9,61.9,1320.0,Birmingham Uni,Year 13,73.4,80.15
ID_2821,M,72.2,28.3,79.5,62.1,1755.0,Amity,Foundation,50.25,64.875
ID_5958,F,57.7,97.8,55.8,84.9,1355.0,KU,Foundation,77.75,66.775
ID_3405,M,72.3,57.0,69.8,84.0,1662.0,Uni of Dubai,Year 13,64.65,67.225
ID_6477,M,55.2,77.0,83.5,72.1,1471.0,AUD,Year 13,66.1,74.8
ID_4420,F,84.4,88.3,64.8,73.6,1605.0,Heriot-Watt,Year 13,86.35,75.57499999999999
ID_4185,M,71.7,77.8,72.3,80.6,1194.0,AUD,Foundation,74.75,73.525
ID_4145,F,80.6,63.4,58.2,72.0,1470.0,AUS,Foundation,72.0,65.1
ID_2765,F,84.8,47.2,75.7,70.2,1318.0,CUD,Foundation,66.0,70.85
ID_1315,M,100.0,58.8,62.4,89.6,1197.0,BUiD,Foundation,79.4,70.9
ID_1098,M,52.3,8.0,80.4,102.7,1437.0,AUS,Year 13,30.15,55.275000000000006
ID_1318,F,48.8,52.1,87.7,68.5,1591.0,UOWD,Year 13,50.45,69.075
ID_7996,M,87.6,95.5,94.0,112.4,1175.0,Amity,Year 13,91.55,92.775
ID_6388,F,112.4,57.9,78.0,72.4,1378.0,ADU,Foundation,85.15,81.575
ID_3404,M,59.7,90.7,74.4,79.7,1519.0,Amity,Foundation,75.2,74.80000000000001
ID_7087,F,87.6,31.9,56.1,85.6,1348.0,RIT Dubai,Foundation,59.75,57.925
ID_4769,F,89.8,91.6,73.8,61.9,1279.0,UOWD,Year 13,90.69999999999999,82.25
ID_6329,M,47.7,42.5,69.8,106.9,1714.0,Zayed Uni,Year 13,45.1,57.45
ID_6037,F,80.3,71.7,80.6,75.5,1536.0,AUS,Year 13,76.0,78.3
ID_2571,M,70.4,65.0,71.3,75.1,1213.0,ADU,Foundation,67.7,69.5
ID_7431,F,70.4,51.2,79.7,93.7,1693.0,Uni of Dubai,Foundation,60.800000000000004,70.25
ID_6009,F,51.2,90.8,80.3,57.0,1304.0,BUiD,Year 13,71.0,75.65
ID_3787,F,62.5,77.2,88.5,75.9,1740.0,UOWD,Year 13,69.85,79.175
ID_3249,F,67.2,82.0,48.0,63.9,1437.0,Middlesex Dubai,Foundation,74.6,61.3
ID_3871,M,93.0,36.1,79.4,82.9,1165.0,AUS,Year 13,64.55,71.975
ID_8610,M,86.8,81.1,80.1,91.8,1185.0,Murdoch,Foundation,83.94999999999999,82.02499999999999
ID_5488,F,60.2,92.0,96.0,77.5,1940.0,Uni of Dubai,Year 13,76.1,86.05
ID_6246,F,71.4,57.4,89.9,72.2,1222.0,UOWD,Year 13,64.4,77.15
ID_6429,F,59.5,85.6,71.2,73.1,1683.0,AUS,Foundation,72.55,71.875
ID_3886,F,94.0,77.9,76.8,78.5,1716.0,AUS,Year 13,85.95,81.375
ID_6000,M,54.9,66.7,57.8,66.9,1274.0,BUiD,Year 13,60.8,59.3
ID_4289,M,68.9,102.8,67.0,80.7,1515.0,CUD,Foundation,85.85,76.425
ID_3253,F,65.6,89.2,74.8,97.7,1627.0,UOWD,Year 13,77.4,76.1
ID_5311,M,70.4,109.2,83.7,101.1,1279.0,KU,Year 13,89.80000000000001,86.75
ID_3819,M,70.8,61.6,82.1,93.3,1543.0,UOWD,Year 13,66.2,74.15
ID_1402,F,71.5,95.0,83.9,75.0,1200.0,Heriot-Watt,Foundation,83.25,83.575
ID_2744,M,55.8,57.5,88.4,69.2,1215.0,AUD,Year 13,56.65,72.525
ID_5307,M,101.8,84.6,82.6,75.6,1345.0,ADU,Foundation,93.19999999999999,87.89999999999999
ID_9823,F,54.9,2.2,73.6,64.3,1415.0,Heriot-Watt,Foundation,28.55,51.074999999999996
ID_5192,M,45.6,66.7,94.3,64.8,1629.0,Birmingham Uni,Foundation,56.150000000000006,75.225
ID_2937,M,87.4,33.9,61.0,77.0,1964.0,Murdoch,Foundation,60.650000000000006,60.825
ID_7893,F,67.0,61.3,72.4,82.4,1444.0,UOWD,Year 13,64.15,68.275
ID_1029,M,75.2,52.4,67.9,62.5,1421.0,AUD,Foundation,63.8,65.85
ID_3744,F,53.8,41.5,81.1,70.5,1456.0,RIT Dubai,Foundation,47.65,64.375
ID_1535,M,70.9,68.7,65.1,79.3,1438.0,AUS,Year 13,69.80000000000001,67.45
ID_8082,F,47.5,84.9,77.7,70.6,1853.0,Birmingham Uni,Year 13,66.2,71.95
ID_6585,F,76.0,52.6,67.1,53.1,1439.0,Murdoch,Foundation,64.3,65.69999999999999
ID_7867,F,68.8,87.7,89.4,83.1,1644.0,Manipal,Year 13,78.25,83.825
ID_8883,F,62.6,35.8,77.4,54.2,1333.0,UOWD,Foundation,49.2,63.300000000000004
ID_5830,M,76.6,54.6,81.6,76.2,1408.0,Heriot-Watt,Foundation,65.6,73.6
ID_5517,M,67.4,88.1,86.6,83.2,1442.0,CUD,Foundation,77.75,82.175
ID_7715,M,34.1,51.4,53.3,67.1,1489.0,UOWD,Foundation,42.75,48.025
ID_5621,M,69.2,64.2,83.2,91.3,1504.0,Birmingham Uni,Foundation,66.7,74.95
ID_6312,F,55.5,26.4,81.6,75.7,1357.0,Murdoch,Foundation,40.95,61.275
ID_1578,F,55.9,44.7,78.4,75.2,1403.0,Manipal,Foundation,50.3,64.35
ID_9575,M,87.1,41.4,70.8,76.4,1349.0,AUS,Foundation,64.25,67.525
ID_9443,F,72.6,82.6,65.5,75.8,1470.0,KU,Foundation,77.6,71.55
ID_2919,F,65.9,76.7,76.0,75.4,947.0,UOWD,Foundation,71.30000000000001,73.65
ID_1578,M,109.5,46.8,81.0,58.6,1487.0,Heriot-Watt,Foundation,78.15,79.575
ID_9675,F,60.5,50.3,74.5,59.0,1497.0,Manipal,Foundation,55.4,64.95
ID_3737,F,80.2,70.3,69.4,83.6,1264.0,Birmingham Uni,Foundation,75.25,72.325
ID_6831,M,62.4,34.6,63.9,80.4,1539.0,BUiD,Year 13,48.5,56.2
ID_3920,F,74.2,80.8,74.8,56.8,2148.0,UOWD,Foundation,77.5,76.15
ID_1294,F,96.2,79.5,72.4,93.3,1198.0,Manipal,Foundation,87.85,80.125
ID_7796,M,66.3,55.6,86.2,97.2,1782.0,RIT Dubai,Year 13,60.95,73.575
ID_8721,M,81.4,59.9,76.0,77.9,1068.0,CUD,Foundation,70.65,73.325
ID_2043,F,69.6,76.1,81.3,86.2,1637.0,AUD,Foundation,72.85,77.07499999999999
